Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.596988	43644	81	degree	35.37	2	2023-07-05	TX	Standard	management
I	2025-03-29 18:06:59.596995	59319	24	degree	57.21	2	2021-09-18	FL	3-Day	search
I	2025-03-29 18:06:59.597000	60901	68	language	64.84	2	2022-04-08	CA	Standard	search
I	2025-03-29 18:06:59.597004	28874	85	degree	58.26	1	2023-11-29	FL	Overnight	search
I	2025-03-29 18:06:59.597008	61014	40	language	22.95	1	2023-05-13	CA	2-Day	book
I	2025-03-29 18:06:59.597012	14019	54	school	59.68	2	2022-10-19	NY	Standard	search
I	2025-03-29 18:06:59.597016	80574	36	market	24.21	3	2024-05-10	NY	Overnight	management
I	2025-03-29 18:06:59.597020	36613	56	language	82.02	1	2021-03-02	CT	Standard	trouble
I	2025-03-29 18:06:59.597024	45724	44	school	44.87	3	2022-01-03	SC	3-Day	play
I	2025-03-29 18:06:59.597028	30528	13	bit	70.29	2	2021-03-20	VI	Standard	management
I	2025-03-29 18:06:59.597032	60158	39	market	92.1	1	2022-07-14	SC	2-Day	management
I	2025-03-29 18:06:59.597035	41193	51	marketing	76.01	3	2023-01-09	SC	2-Day	others
I	2025-03-29 18:06:59.597039	19108	19	degree	74.35	5	2021-09-25	CT	Standard	play
I	2025-03-29 18:06:59.597043	65008	43	marketing	92.64	2	2024-08-27	CT	Standard	management
I	2025-03-29 18:06:59.597047	94624	62	degree	22.04	3	2021-12-22	SC	Overnight	trouble
I	2025-03-29 18:06:59.597050	72813	92	bit	58.74	1	2023-01-20	FL	Standard	book
I	2025-03-29 18:06:59.597054	96816	11	language	56.62	5	2021-10-31	NY	3-Day	search
I	2025-03-29 18:06:59.597058	13514	73	school	16.63	1	2024-11-18	CA	Overnight	book
I	2025-03-29 18:06:59.597061	90897	99	marketing	37.34	3	2022-03-06	FL	Overnight	search
I	2025-03-29 18:06:59.597065	78034	44	school	65.99	4	2024-05-17	CA	3-Day	management
I	2025-03-29 18:06:59.597068	86196	47	market	18.3	5	2022-03-11	CT	Overnight	play
I	2025-03-29 18:06:59.597072	82182	29	school	26.15	1	2024-10-14	SC	Overnight	trouble
I	2025-03-29 18:06:59.597075	79063	67	degree	80.96	3	2022-02-08	CT	3-Day	management
I	2025-03-29 18:06:59.597079	64477	72	marketing	28.4	1	2024-06-10	NY	Overnight	trouble
I	2025-03-29 18:06:59.597082	64583	17	marketing	14.37	1	2022-06-03	VI	Standard	management
I	2025-03-29 18:06:59.597086	89569	98	language	65.42	2	2022-07-18	PW	Overnight	search
I	2025-03-29 18:06:59.597089	93132	36	marketing	85.56	3	2024-05-20	PW	Standard	book
I	2025-03-29 18:06:59.597093	85832	13	degree	85.78	4	2022-08-04	NY	3-Day	play
I	2025-03-29 18:06:59.597096	91612	95	school	41.79	1	2024-11-24	CT	2-Day	search
I	2025-03-29 18:06:59.597100	24481	27	marketing	82.77	3	2023-01-30	VI	2-Day	search
I	2025-03-29 18:06:59.597103	44673	44	language	59.25	5	2024-03-09	CT	Standard	others
I	2025-03-29 18:06:59.597107	79074	68	marketing	73.25	2	2021-09-12	FL	2-Day	search
I	2025-03-29 18:06:59.597110	39167	72	bit	42.9	1	2024-02-19	PW	Standard	book
I	2025-03-29 18:06:59.597114	75477	46	marketing	59.56	3	2023-12-20	PW	2-Day	play
I	2025-03-29 18:06:59.597118	41814	87	degree	68.12	3	2022-07-26	NY	2-Day	search
I	2025-03-29 18:06:59.597122	77298	78	degree	87.05	4	2022-09-30	NY	Overnight	others
I	2025-03-29 18:06:59.597125	42184	67	bit	10.89	4	2023-11-24	SC	2-Day	search
I	2025-03-29 18:06:59.597129	91505	98	school	57.74	4	2024-06-15	CA	Standard	others
I	2025-03-29 18:06:59.597132	53378	39	school	51.35	4	2022-06-09	TX	2-Day	book
I	2025-03-29 18:06:59.597136	90546	55	bit	42.02	1	2024-03-28	TX	Standard	search
I	2025-03-29 18:06:59.597139	59264	38	degree	48.14	5	2023-03-20	CT	Standard	trouble
I	2025-03-29 18:06:59.597143	22274	60	market	93.97	2	2021-04-28	FL	3-Day	book
I	2025-03-29 18:06:59.597146	59285	44	bit	25.28	5	2024-09-08	CT	2-Day	search
I	2025-03-29 18:06:59.597150	78307	71	language	10.92	4	2022-02-01	CT	Standard	others
I	2025-03-29 18:06:59.597153	62100	65	market	11.56	4	2022-08-20	NY	3-Day	search
I	2025-03-29 18:06:59.597157	79504	34	market	20.99	2	2023-06-03	PW	3-Day	others
I	2025-03-29 18:06:59.597160	12728	29	marketing	90.36	1	2021-10-15	PW	Overnight	management
I	2025-03-29 18:06:59.597163	16977	94	degree	32.97	1	2022-06-16	PW	Standard	others
I	2025-03-29 18:06:59.597167	80873	57	school	52.3	1	2023-01-10	SC	Standard	book
I	2025-03-29 18:06:59.597170	89732	21	marketing	37.26	3	2023-09-18	NY	3-Day	search
I	2025-03-29 18:06:59.597174	95895	80	school	37.9	1	2023-04-12	FL	3-Day	search
I	2025-03-29 18:06:59.597177	39119	74	language	64.12	5	2021-06-24	PW	Standard	management
I	2025-03-29 18:06:59.597180	63283	38	school	51.97	5	2021-04-27	SC	2-Day	management
I	2025-03-29 18:06:59.597184	83988	54	marketing	54.81	1	2023-05-10	PW	Standard	management
I	2025-03-29 18:06:59.597187	39807	68	school	28.26	4	2021-01-11	SC	3-Day	others
I	2025-03-29 18:06:59.597191	99177	16	language	65.78	4	2022-07-14	PW	3-Day	book
I	2025-03-29 18:06:59.597194	67620	20	marketing	60.63	2	2022-05-02	VI	Overnight	others
I	2025-03-29 18:06:59.597197	79914	11	degree	50.87	1	2024-03-22	VI	3-Day	search
I	2025-03-29 18:06:59.597201	32045	98	school	35.74	3	2021-04-20	FL	Overnight	trouble
I	2025-03-29 18:06:59.597204	50172	69	bit	44.11	5	2021-11-16	VI	Overnight	search
I	2025-03-29 18:06:59.597208	58710	38	school	49.9	1	2022-07-14	PW	Overnight	others
I	2025-03-29 18:06:59.597212	41537	58	marketing	77.68	4	2024-12-13	SC	Overnight	search
I	2025-03-29 18:06:59.597215	26669	22	degree	68.38	5	2024-01-15	CT	Standard	management
I	2025-03-29 18:06:59.597219	85675	46	marketing	73.62	3	2022-03-05	PW	Overnight	trouble
I	2025-03-29 18:06:59.597222	88846	52	bit	96.89	5	2021-09-19	CA	3-Day	play
I	2025-03-29 18:06:59.597226	87777	92	market	42.09	3	2021-11-07	CT	Overnight	play
I	2025-03-29 18:06:59.597229	26495	96	degree	21.47	2	2024-08-06	FL	2-Day	trouble
I	2025-03-29 18:06:59.597233	71667	83	market	66.1	1	2022-01-29	CA	Standard	trouble
I	2025-03-29 18:06:59.597236	36705	68	bit	78.41	5	2022-07-10	FL	Standard	search
I	2025-03-29 18:06:59.597240	39628	85	market	22.19	4	2024-06-15	VI	Overnight	trouble
I	2025-03-29 18:06:59.597243	57394	61	degree	12.11	3	2023-03-24	PW	2-Day	book
I	2025-03-29 18:06:59.597247	86188	44	language	28.58	2	2021-08-13	SC	Standard	management
I	2025-03-29 18:06:59.597250	77280	55	language	97.61	3	2024-09-04	FL	Overnight	trouble
I	2025-03-29 18:06:59.597254	49664	17	market	62.77	3	2023-10-15	TX	Standard	play
I	2025-03-29 18:06:59.597257	22574	23	bit	82.12	3	2023-12-20	TX	2-Day	trouble
I	2025-03-29 18:06:59.597261	57968	96	degree	12.56	4	2022-08-20	SC	Overnight	trouble
I	2025-03-29 18:06:59.597264	91777	56	language	66.34	3	2021-08-02	CA	Overnight	trouble
I	2025-03-29 18:06:59.597268	89951	40	degree	90.67	3	2024-07-09	FL	3-Day	book
I	2025-03-29 18:06:59.597271	76167	34	market	72.38	4	2022-09-14	PW	Overnight	others
I	2025-03-29 18:06:59.597275	20499	14	marketing	57.18	2	2022-02-05	SC	2-Day	trouble
I	2025-03-29 18:06:59.597278	32941	25	bit	22.43	5	2023-10-31	CT	3-Day	search
I	2025-03-29 18:06:59.597282	95722	36	marketing	57.06	1	2023-09-22	NY	2-Day	book
I	2025-03-29 18:06:59.597285	33648	63	language	73.78	1	2021-02-22	CA	Overnight	search
I	2025-03-29 18:06:59.597289	29749	89	language	43.05	4	2021-08-08	NY	2-Day	play
I	2025-03-29 18:06:59.597292	85507	50	school	75.32	5	2023-07-04	NY	Overnight	play
I	2025-03-29 18:06:59.597295	17106	13	school	29.05	2	2021-06-15	TX	Standard	others
I	2025-03-29 18:06:59.597299	96307	52	language	63.83	2	2023-01-19	PW	Standard	trouble
I	2025-03-29 18:06:59.597302	66035	13	market	48.65	3	2023-04-01	VI	2-Day	others
I	2025-03-29 18:06:59.597306	63654	68	school	89.8	2	2023-01-21	TX	3-Day	search
I	2025-03-29 18:06:59.597309	93672	70	market	81.2	4	2021-10-17	CT	Standard	book
I	2025-03-29 18:06:59.597312	75867	20	school	17.7	3	2023-11-26	VI	3-Day	play
I	2025-03-29 18:06:59.597316	22971	93	school	13.64	4	2021-11-29	FL	Overnight	trouble
I	2025-03-29 18:06:59.597319	68999	54	degree	49.44	2	2022-03-13	CT	3-Day	search
I	2025-03-29 18:06:59.597323	90007	51	degree	43.14	2	2022-08-19	SC	Standard	play
I	2025-03-29 18:06:59.597326	74215	24	bit	45.88	5	2024-06-04	CA	2-Day	management
I	2025-03-29 18:06:59.597330	20828	83	school	23.45	1	2024-07-16	FL	3-Day	trouble
I	2025-03-29 18:06:59.597333	58319	54	language	39.19	1	2022-12-31	PW	3-Day	management
I	2025-03-29 18:06:59.597336	28165	53	degree	61.37	1	2024-07-20	PW	Overnight	search
I	2025-03-29 18:06:59.597340	37637	95	language	63.87	3	2023-02-06	NY	Standard	management
I	2025-03-29 18:06:59.597343	92056	15	marketing	95.96	3	2022-04-18	SC	2-Day	others
