Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
U	2025-03-29 18:06:59.589587	96454	43	marketing	60.626705244405585	2	2022-06-03	CA	3-Day	play
U	2025-03-29 18:06:59.589402	46613	25	marketing	23.164141403189006	3	2023-09-03	CT	3-Day	trouble
U	2025-03-29 18:06:59.589304	83297	60	business	20.233797551112225	4	2022-10-16	SC	Standard	play
U	2025-03-29 18:06:59.589240	45081	59	marketing	42.30652853015812	1	2023-08-29	CA	3-Day	trouble
U	2025-03-29 18:06:59.589334	29186	93	marketing	48.96791738488136	1	2023-08-27	SC	3-Day	play
U	2025-03-29 18:06:59.589373	89591	35	marketing	34.86106981479757	2	2021-09-10	VI	3-Day	others
U	2025-03-29 18:06:59.589315	86303	69	business	23.194166676208788	4	2022-12-21	VI	3-Day	others
U	2025-03-29 18:06:59.589277	55996	94	business	60.372175737015596	1	2022-05-11	FL	3-Day	book
U	2025-03-29 18:06:59.589482	94947	86	business	96.14576239589508	3	2024-01-06	CA	3-Day	play
U	2025-03-29 18:06:59.589499	60864	17	marketing	21.9881380844367	1	2021-11-12	TX	3-Day	trouble
U	2025-03-29 18:06:59.589456	83718	61	marketing	88.24287556575618	1	2024-10-07	TX	Overnight	book
U	2025-03-29 18:06:59.589507	88963	98	marketing	37.64455691519666	1	2022-12-02	PW	2-Day	trouble
U	2025-03-29 18:06:59.589273	77845	23	marketing	19.17554186952183	3	2022-12-27	CA	Overnight	play
U	2025-03-29 18:06:59.589463	51155	94	marketing	48.44110199309748	5	2021-03-31	NY	3-Day	trouble
U	2025-03-29 18:06:59.589244	39318	51	business	39.73146327555825	1	2023-06-17	FL	Overnight	management
U	2025-03-29 18:06:59.589413	82394	81	business	81.27520760252821	4	2024-11-18	SC	Overnight	management
U	2025-03-29 18:06:59.589233	97643	76	marketing	95.52258492588619	5	2021-02-14	PW	Standard	play
U	2025-03-29 18:06:59.589356	80094	28	marketing	18.518450423148064	4	2022-01-23	CT	Standard	others
U	2025-03-29 18:06:59.589381	94460	21	marketing	83.11464432907087	3	2023-03-16	CT	2-Day	trouble
U	2025-03-29 18:06:59.589503	74795	25	marketing	40.059657925543334	5	2023-05-12	CA	3-Day	trouble
