Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
U	2025-03-29 18:06:59.591011	82833	43	marketing	91.37687956534438	2	2024-08-21	FL	2-Day	management
U	2025-03-29 18:06:59.590961	58117	95	marketing	16.958532173988417	4	2024-08-30	VI	Overnight	play
U	2025-03-29 18:06:59.590856	16371	12	business	86.38495352080854	1	2024-05-11	PW	Standard	management
U	2025-03-29 18:06:59.590834	28246	64	marketing	33.051305592327644	3	2022-04-26	CT	2-Day	management
U	2025-03-29 18:06:59.591062	59291	93	marketing	58.808242453062995	5	2024-03-25	NY	Overnight	play
U	2025-03-29 18:06:59.590975	48480	14	marketing	47.41895262997819	3	2021-10-14	NY	2-Day	book
U	2025-03-29 18:06:59.591015	74447	59	marketing	88.05716382839736	1	2023-03-23	CA	3-Day	book
U	2025-03-29 18:06:59.590891	53814	93	marketing	41.98280085370117	5	2024-07-07	CA	Overnight	search
U	2025-03-29 18:06:59.590884	85521	10	marketing	74.3081316136433	2	2023-01-30	VI	2-Day	others
U	2025-03-29 18:06:59.590845	88426	57	business	55.94578750689635	5	2021-08-05	CA	2-Day	book
U	2025-03-29 18:06:59.590953	62957	75	marketing	102.01788565034938	2	2024-07-04	TX	2-Day	search
U	2025-03-29 18:06:59.590968	84638	94	marketing	37.98302737871859	5	2024-05-17	TX	3-Day	book
U	2025-03-29 18:06:59.590838	61745	73	marketing	52.78708301988446	5	2024-09-03	VI	Overnight	trouble
U	2025-03-29 18:06:59.590935	52398	90	marketing	97.92604979016366	4	2021-05-07	PW	Standard	management
U	2025-03-29 18:06:59.590950	61428	21	marketing	60.200026801820144	3	2022-08-28	FL	Overnight	others
U	2025-03-29 18:06:59.590997	84590	84	marketing	15.062047024098636	1	2022-05-24	NY	Standard	search
U	2025-03-29 18:06:59.590917	21315	18	marketing	51.737570235294676	5	2024-10-21	SC	Overnight	trouble
U	2025-03-29 18:06:59.590784	30771	76	marketing	37.47623381362904	4	2024-12-08	NY	3-Day	management
U	2025-03-29 18:06:59.590823	21716	85	marketing	29.46396886505185	4	2024-09-17	CA	3-Day	trouble
U	2025-03-29 18:06:59.591048	10546	20	marketing	82.40879581529484	1	2022-01-30	FL	Overnight	search
