Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
I	2025-03-29 18:06:59.586018	34919	82	bit	48.26	3	2022-10-23	TX	Overnight	management
I	2025-03-29 18:06:59.586023	15400	76	school	17.61	5	2023-09-15	FL	Overnight	book
I	2025-03-29 18:06:59.586028	83504	60	school	76.98	4	2022-03-30	TX	Overnight	book
I	2025-03-29 18:06:59.586031	87538	57	marketing	29.99	4	2023-07-21	VI	Overnight	play
I	2025-03-29 18:06:59.586035	98902	55	degree	18.98	4	2022-09-07	FL	2-Day	others
I	2025-03-29 18:06:59.586039	74551	62	language	24.63	5	2024-12-04	TX	3-Day	search
I	2025-03-29 18:06:59.586043	79560	87	marketing	97.94	1	2021-09-06	VI	2-Day	trouble
I	2025-03-29 18:06:59.586046	73585	53	school	92.33	5	2023-12-30	SC	Overnight	management
I	2025-03-29 18:06:59.586050	39165	14	degree	51.08	3	2021-07-26	CA	2-Day	play
I	2025-03-29 18:06:59.586054	56247	53	market	62.14	1	2022-07-17	CT	3-Day	book
I	2025-03-29 18:06:59.586057	56991	88	language	32.84	3	2022-04-13	CT	Overnight	book
I	2025-03-29 18:06:59.586061	59697	48	degree	11.32	3	2022-11-08	TX	2-Day	play
I	2025-03-29 18:06:59.586065	34439	12	language	25.75	5	2021-05-27	NY	2-Day	book
I	2025-03-29 18:06:59.586068	11298	98	bit	68.47	3	2022-02-19	CA	Standard	play
I	2025-03-29 18:06:59.586072	24880	29	marketing	82.95	1	2021-05-22	TX	2-Day	play
I	2025-03-29 18:06:59.586076	86374	35	degree	12.22	5	2022-04-16	PW	Overnight	search
I	2025-03-29 18:06:59.586080	15602	26	marketing	16.76	3	2022-10-29	CA	3-Day	trouble
I	2025-03-29 18:06:59.586083	59052	98	school	17.58	3	2021-04-09	SC	2-Day	search
I	2025-03-29 18:06:59.586087	89070	71	school	80.17	3	2021-08-06	VI	Standard	management
I	2025-03-29 18:06:59.586091	13947	97	language	62.52	1	2021-09-16	NY	Overnight	search
I	2025-03-29 18:06:59.586094	56696	98	language	40.95	4	2021-09-21	SC	3-Day	play
I	2025-03-29 18:06:59.586098	36967	35	degree	77.46	3	2022-07-10	CA	Standard	trouble
I	2025-03-29 18:06:59.586102	14613	54	school	84.45	1	2023-05-07	VI	Standard	management
I	2025-03-29 18:06:59.586105	11050	19	school	75.12	5	2023-04-19	VI	Overnight	search
I	2025-03-29 18:06:59.586109	30966	92	marketing	74.08	1	2022-07-01	CA	3-Day	book
I	2025-03-29 18:06:59.586112	61680	79	market	72.77	5	2023-05-06	CT	Standard	management
I	2025-03-29 18:06:59.586116	31121	86	bit	33.77	2	2023-07-15	PW	2-Day	play
I	2025-03-29 18:06:59.586119	25460	42	market	77.32	2	2022-08-25	TX	Standard	trouble
I	2025-03-29 18:06:59.586123	48029	35	market	73.15	4	2022-08-30	CT	Overnight	book
I	2025-03-29 18:06:59.586127	74373	67	bit	52.36	5	2024-06-14	SC	Overnight	play
I	2025-03-29 18:06:59.586130	50756	81	marketing	48.03	2	2022-02-17	VI	Overnight	trouble
I	2025-03-29 18:06:59.586134	90984	42	market	39.02	4	2022-08-06	NY	3-Day	play
I	2025-03-29 18:06:59.586137	14018	24	school	76.92	5	2024-10-16	SC	2-Day	book
I	2025-03-29 18:06:59.586141	85090	12	market	60.06	2	2024-01-31	TX	3-Day	search
I	2025-03-29 18:06:59.586144	87177	70	market	26.06	3	2023-06-10	SC	Overnight	management
I	2025-03-29 18:06:59.586148	20653	54	bit	54.96	3	2022-05-05	PW	Overnight	search
I	2025-03-29 18:06:59.586152	11708	60	market	34.93	4	2024-09-18	TX	Overnight	others
I	2025-03-29 18:06:59.586155	43386	74	language	35.72	3	2024-05-05	SC	2-Day	trouble
I	2025-03-29 18:06:59.586159	66642	58	language	74.56	4	2021-12-11	VI	2-Day	management
I	2025-03-29 18:06:59.586162	71679	86	language	38.23	2	2021-12-01	NY	2-Day	play
I	2025-03-29 18:06:59.586166	42865	90	market	55.38	2	2023-10-16	PW	2-Day	book
I	2025-03-29 18:06:59.586170	76511	60	language	68.23	3	2023-12-01	VI	Overnight	trouble
I	2025-03-29 18:06:59.586173	76228	45	market	93.05	2	2021-01-01	CA	Overnight	book
I	2025-03-29 18:06:59.586177	89820	64	market	75.72	1	2022-09-20	SC	Overnight	search
I	2025-03-29 18:06:59.586181	80030	93	language	11.67	1	2024-05-31	CT	Standard	management
I	2025-03-29 18:06:59.586184	60048	97	degree	32.0	4	2021-05-14	FL	2-Day	search
I	2025-03-29 18:06:59.586188	31942	61	marketing	37.26	2	2021-11-22	CA	Overnight	management
I	2025-03-29 18:06:59.586191	17779	27	marketing	88.63	3	2024-08-27	CA	Overnight	book
I	2025-03-29 18:06:59.586195	59080	95	degree	21.45	5	2021-03-30	CT	Standard	management
I	2025-03-29 18:06:59.586199	68157	86	language	23.99	3	2021-03-06	VI	Standard	management
I	2025-03-29 18:06:59.586202	13423	92	language	56.6	1	2023-02-18	SC	2-Day	management
I	2025-03-29 18:06:59.586206	19722	12	language	47.76	2	2021-12-26	CT	Overnight	book
I	2025-03-29 18:06:59.586209	10601	93	degree	18.98	3	2021-10-13	NY	Standard	search
I	2025-03-29 18:06:59.586213	98029	80	market	63.97	3	2023-06-04	CA	Standard	play
I	2025-03-29 18:06:59.586217	38458	84	school	78.81	2	2024-08-08	TX	Overnight	play
I	2025-03-29 18:06:59.586221	61622	98	marketing	44.88	3	2021-10-30	PW	2-Day	search
I	2025-03-29 18:06:59.586225	35919	57	language	12.57	4	2022-03-30	CA	Overnight	book
I	2025-03-29 18:06:59.586229	31012	81	marketing	78.15	5	2021-09-04	CT	Standard	book
I	2025-03-29 18:06:59.586233	88811	76	school	12.48	4	2024-10-23	CT	2-Day	trouble
I	2025-03-29 18:06:59.586236	91926	29	degree	24.3	5	2024-11-05	SC	Standard	others
I	2025-03-29 18:06:59.586240	68753	66	market	75.22	4	2024-10-27	VI	Standard	play
I	2025-03-29 18:06:59.586244	81922	76	school	17.64	4	2024-05-25	SC	3-Day	others
I	2025-03-29 18:06:59.586247	79939	14	degree	86.55	4	2021-05-23	PW	2-Day	book
I	2025-03-29 18:06:59.586251	50765	47	bit	22.02	1	2024-08-18	CA	Overnight	others
I	2025-03-29 18:06:59.586254	25200	94	language	18.64	1	2022-01-03	CA	2-Day	book
I	2025-03-29 18:06:59.586258	24389	34	bit	72.69	4	2022-02-24	PW	Overnight	trouble
I	2025-03-29 18:06:59.586262	33902	79	bit	48.09	3	2024-02-10	VI	Standard	search
I	2025-03-29 18:06:59.586265	91514	49	market	39.72	1	2024-02-08	CA	Standard	management
