Op	replicadmstimestamp	invoiceid	itemid	category	price	quantity	orderdate	destinationstate	shippingtype	referral
U	2025-03-29 18:06:59.571705	23137	87	marketing	88.17277741323718	5	2024-08-06	VI	Overnight	management
U	2025-03-29 18:06:59.571565	91823	39	business	39.03021984526841	2	2023-10-13	CT	Standard	play
U	2025-03-29 18:06:59.571932	55490	94	marketing	71.67415898674368	5	2022-01-28	VI	Standard	search
U	2025-03-29 18:06:59.571637	49543	39	marketing	69.58725916221691	4	2024-05-25	TX	3-Day	play
U	2025-03-29 18:06:59.571571	34705	53	business	66.44341728809356	1	2024-02-18	NY	2-Day	others
U	2025-03-29 18:06:59.571823	31484	44	marketing	69.17065031923262	2	2024-04-03	SC	3-Day	trouble
U	2025-03-29 18:06:59.571790	75618	89	marketing	84.87212535312685	1	2022-06-11	VI	Standard	search
U	2025-03-29 18:06:59.571929	52483	38	marketing	69.9175034468366	3	2021-04-16	CT	Standard	search
U	2025-03-29 18:06:59.571698	39730	91	marketing	32.43174782108091	5	2023-05-13	CT	Standard	trouble
U	2025-03-29 18:06:59.571640	35476	56	marketing	41.57837915859837	5	2022-08-11	NY	Standard	management
U	2025-03-29 18:06:59.571801	25836	64	marketing	15.168801069643575	5	2023-05-02	VI	Standard	management
U	2025-03-29 18:06:59.571739	85229	16	marketing	66.33892924763731	2	2024-09-15	FL	3-Day	management
U	2025-03-29 18:06:59.571576	34914	62	marketing	31.888445035475172	4	2023-01-03	FL	3-Day	play
U	2025-03-29 18:06:59.571589	75199	42	marketing	57.888387386299556	3	2024-04-03	FL	2-Day	search
U	2025-03-29 18:06:59.571669	50213	97	marketing	69.32767654192277	5	2021-09-30	CA	Standard	play
U	2025-03-29 18:06:59.571687	25673	25	marketing	30.63617367389836	5	2021-10-05	NY	Overnight	book
U	2025-03-29 18:06:59.571804	30772	76	marketing	49.42474365306792	2	2021-04-15	CA	Standard	search
U	2025-03-29 18:06:59.571906	33427	95	marketing	70.33954041005222	1	2023-07-20	PW	Overnight	others
U	2025-03-29 18:06:59.571903	94066	58	marketing	36.0805432139594	1	2021-06-26	TX	Standard	others
U	2025-03-29 18:06:59.571936	50296	57	marketing	12.585075305068266	3	2024-01-08	NY	Overnight	management
